message,prediction
"Package of 4 Postpaid SIMs, 200 Mbps WiFi, and 15+ OTTs for just Rs 1799! 
Add Airtel Xstream Fiber to your Postpaid today! i.airtel.in/Exclusive
",promotional
"Chaudhari, Myntra's End Of Reason Sale Is Back!
50-90% Off & more offers are on the way
Stay tuned & wishlist now!
1kx.in/jMHCab",promotional
"Don't miss out on superior indoor coverage with Airtel WiFi Calling! For better experience, change your smartphone settings today. Click u.airtel.in/hKOOl5",promotional
Don't miss out on Airtel Digital TV at just Rs 750! Just book your box today & enjoy your favorite serials in HD! i.airtel.in/PPRestbase,promotional
"Package of 4 Postpaid SIMs, 200 Mbps WiFi, and 15+ OTTs for just Rs 1799! Add Airtel Xstream Fiber to your Postpaid today! i.airtel.in/Exclusive",promotional
"Hi Hey, Get up to 50% off on footwear from Twenty Dresses. Shop Now @ Agora, Ahmedabad. Store details: http://nmc.sg/e3TUUs
Nykaa Fashion",promotional
"Chaudhari Feni, start your 3 months saving streak now!
Order for Rs.1500 or more per month & get 200 SuperCoins as bonus
Shop now @ Myntra 
1kx.in/apYgFE",promotional
"Airtel Digital TV at just Rs 750, only for valuable customer like YOU! Just book your box today & enjoy your favorite serials in HD! i.airtel.in/PPRestbase",promotional
"Don't miss out on superior indoor coverage with Airtel WiFi Calling! For better experience, change your smartphone settings today. Click u.airtel.in/hKOOl5",promotional
"Hi there, you're MISSING all the FUN! Time to CLAIM your collected coupons @ Nykaa's Pink Summer Sale & save more with upto 50% OFF SITEWIDE! bit.ly/3phgYzr",promotional
"To block unwanted mobile connections working in your name , visit www.sancharsaathi.gov.in - Department of Telecom, Govt. of India",promotional
"Chaudhari Feni, start your 3 months saving streak now!
Order for Rs.1500 or more per month & get 200 SuperCoins as bonus
Shop now @ Myntra 
1kx.in/ywd80t",promotional
"Chaudhari Feni, it's time to start your shopping streak!
Purchase for Rs.1500 or more a month & get 200 SuperCoins as bonus
Shop now @ Myntra 
1kx.in/rGRGMQ",promotional
"Don't miss out on superior indoor coverage with Airtel WiFi Calling! For better experience, change your smartphone settings today. Click u.airtel.in/hKOOl5",promotional
"Chaudhari Feni, it's time to start your shopping streak!
Purchase for Rs.1500 or more a month & get 200 SuperCoins as bonus
Shop now @ Myntra 
1kx.in/HQ2yyi",promotional
"Combo of 4 Postpaid SIMs, 200 Mbps WiFi, and 15+ OTTs for just Rs 1799! Add Airtel Xstream Fiber to your Postpaid today! i.airtel.in/Exclusive",promotional
"Chaudhari, best deals for you!
Get Up To 20% Off on your fave beauty brands only on Myntra
Use INSIDERBEAUTY @ Myntra
1kx.in/meqvN2",promotional
Never respond to emails/embedded links in messages/calls asking you to update or verify KYC documents/User ID/Password/Debit Card Number/PIN/CVV/OTP etc. Immediately change your passwords/CVV/PIN if you have accidentally revealed your credentials.,promotional
"Chaudhari, owning your fave picks just got easier!
Buy 1, Get 3 FREE on Myntra
Get the best fits @ Month End Sale
smsd.in/kLXmOunv",promotional
"Don't miss out on superior indoor coverage with Airtel WiFi Calling! For better experience, change your smartphone settings today. Click u.airtel.in/hKOOl5",promotional
"Don't miss out on 350+ TV channels, Amazon Prime & Disney+ Hotstar! Just add Airtel Digital TV to your Postpaid plan today @ just Rs.200 i.airtel.in/PPRestbase",promotional
"4 Postpaid SIMs, 200 Mbps WiFi, and 15+ OTTs for just Rs 1799! Add Airtel Xstream Fiber to your Postpaid today! i.airtel.in/Exclusive",promotional
"Hi Chaudhari, Cracked a decent tech job? Register for our 100% scholarship and achieve your dream career: weurl.co/0sc52b
-Coding Ninjas",promotional
"Chaudhari, it's time to glow up!
Myntra Insiders get Up To 20% Off on the best of beauty brands 
Shop now with INSIDERBEAUTY
1kx.in/ghpMyf",promotional
"Don't miss out on 350+ TV channels, Amazon Prime & Disney+ Hotstar! Just add Airtel Digital TV to your Postpaid plan today @ just Rs.200 i.airtel.in/PPRestbase",promotional
"Don't miss out on superior indoor coverage with Airtel WiFi Calling! For better experience, change your smartphone settings today. Click u.airtel.in/hKOOl5",promotional
"Chaudhari bag your fave styles
Buy 1, Get 3 FREE & more offers on Myntra
Shop now @ Super Style-Up Days
smsd.in/kvbiSpy5",promotional
"4 Postpaid SIMs, 200 Mbps WiFi, and 15+ OTTs for just Rs 1799! Add Airtel Xstream Fiber to your Postpaid today! i.airtel.in/Exclusive",promotional
"Chaudhari, best deals for you!
Get Up To 20% Off on your fave beauty brands only on Myntra
Use INSIDERBEAUTY @ Myntra
smsd.in/kqYf1GDj",promotional
"Hi Chaudhari, ready to level up your coding game? Join our Scholarship Test & earn up to 100% Scholarship on all courses: weurl.co/Rsl82r
-Coding Ninjas",promotional
"Chaudhari, claim your Insider perks now!
Hurry & get Flat Rs.500 Off on sports footwear from Nike & Reebok
Use INSIDERSF500 on Myntra
smsd.in/kn1Mset7",promotional
"Chaudhari, exclusive offer for Insiders!
Use INSIDERSF15 & get Extra 15% Off
On Crocs, Puma Skechers & More
Shop now @ Myntra
1kx.in/gwqVdQ",promotional
"Don't miss out on 350+ TV channels, Amazon Prime & Disney+ Hotstar! Just add Airtel Digital TV to your Postpaid plan today @ just Rs.200 i.airtel.in/PPRestbase",promotional
"Don't miss out on superior indoor coverage with Airtel WiFi Calling! For better experience, change your smartphone settings today. Click u.airtel.in/hKOOl5",promotional
"Dear Customer, You're Pre-Qualified Credit Up to Rs.1 Lakh with Flipkart Pay Later. Shop at SALE & Pay Next Month or in No Cost EMI.

http://fkrt.it/BBXj6ZuuuN",promotional
"Chaudhari, it's raining discounts!
Get 50-70% Off on brands like Libas, Biba & House Of Pataudi
Shop now @ Myntra's Indian At Heart
1kx.in/T4VedG",promotional
"Dear Customer,
Get Axis Vistara Credit Card, Free Air Ticket on joining, 4 tickets Every Year, NOW Spend base FREE, Apply http://1kx.in/ghhxKk AKIKOG",promotional
"Dear Customer,
Get Axis Vistara Credit Card, Free Air Ticket on joining, 4 tickets Every Year, NOW Spend base FREE, Apply http://1kx.in/3uaml5 AKIKOG",promotional
"Hello Chaudhari , Final hours! Don't miss up to 100% scholarship on top-rated coding courses. Take the test now: weurl.co/GsOrXG
-Coding Ninjas",promotional
"Chaudhari, the last day of the sale calls for this superb offer
Get 50-80% + Extra Rs.400 Off till midnight
Only @ Myntra Fashion Carnival
1kx.in/mdodr7",promotional
"Chaudhari, become an Insider
And enjoy extra discounts, free shipping & SuperCoins on all purchases
Shop now @ Myntra Fashion Carnival
1kx.in/ip9cIF",promotional
"Don't miss out on 350+ TV channels, Amazon Prime & Disney+ Hotstar! Just add Airtel Digital TV to your Postpaid plan today @ just Rs.200 i.airtel.in/PPRestbase",promotional
"Chaudhari, since you're a Myntra Insider
Only you get Up To 20% Off on your fave beauty brands
Shop now with INSIDERBEAUTY
1kx.in/TluY1M",promotional
"Dear Chaudhari, get up to 100% Scholarship on 4.8/5 star rated coding courses. Avail now: weurl.co/AsnRAL
-Coding Ninjas",promotional
"Chaudhari, step into style with trendy footwear
Get your fave picks Under Rs.799
Shop now @ Myntra Fashion Carnival
1kx.in/mzcnIO",promotional
"4 Postpaid connections, 200 Mbps WiFi, 15+OTTs, are YOURS! Add Airtel Fiber to you Postpaid plan today! i.airtel.in/Exclusive",promotional
"Chaudhari, flaunt your elegance with beautiful sarees
Get Min. 70% Off @ Myntra Fashion Carnival
Shop Mitera, Vastranand & more 
1kx.in/THCsQw",promotional
"Airtel Digital TV at just Rs 750, only for valuable customer like YOU! Just book your box today & enjoy your favorite serials in HD! i.airtel.in/PPRestbase",promotional
"Don't miss out on superior indoor coverage with Airtel WiFi Calling! For better experience, change your smartphone settings today. Click u.airtel.in/hKOOl5",promotional
"Report complaints related to cyber crime only at National Cyber Crime Reporting Portal. 
(https://cybercrime.gov.in) of MHA",promotional
"Chaudhari, a lot of styles are waiting for you
Buy 1, Get 3 FREE | Claim the best look
Shop now @ Myntra's Pay Day Sale
1kx.in/iDVFEn",promotional
Never respond to emails/embedded links in messages/calls asking you to update or verify KYC documents/User ID/Password/Debit Card Number/PIN/CVV/OTP etc. Immediately change your passwords/CVV/PIN if you have accidentally revealed your credentials.,promotional
"Only Myntra Insiders get this!
Get 1-1 sessions with a stylist & get 3 supercoins on Min. Spend of Rs.100
Shop now & get free shipping
smsd.in/jNVczQbv",promotional
"Hi Chaudhari, final call to attempt the scholarship test & secure 100% scholarship. Participation assures a minimum 10% scholarship. weurl.co/os3xVU
-Coding Ninjas",promotional
"Hi Chaudhari! Last day to participate in the scholarship test. Participate to grab up to 100% Scholarship on the best coding courses: weurl.co/nsWzHu
-Coding Ninjas",promotional
"4 Postpaid connections, 200 Mbps WiFi, 15+OTTs, are YOURS! Add Airtel Fiber to you Postpaid plan today! i.airtel.in/Exclusive",promotional
The person you were calling is now available to receive calls. Click here to call them back i.airtel.in/RMCAAlrt,promotional
"Hi Chaudhari, 
Scholarship Test March'23 is LIVE!
This is your chance to secure a 100% scholarship on any course. Test Link: weurl.co/nsfd3S
-Coding Ninjas",promotional
"Hi Chaudhari, the Scholarship Test you registered for starts in 7 hrs. Get upto 100% off on 4.8/5 rated courses to get dream job. Test Link: weurl.co/msAiVi
-Coding Ninjas",promotional
"Only Myntra Insiders get this!
Get 1-1 sessions with a stylist & get 3 supercoins on Min. Spend of Rs.100
Shop now & get free shipping
smsd.in/jHVUE4rB",promotional
"Don't miss out on 2 Postpaid connections, 350+ TV channels & 12+ OTTs! Just add Airtel Digital TV to your Postpaid plan today!
i.airtel.in/Orderdthnow",promotional
The CEIR portal facilitates mobile phone users for reporting/ blocking/ unblocking and retrieval of lost or stolen mobile phones. Please visit ceir.gov.in,promotional
"100 Mbps Wi-Fi speeds, 12+ OTTs & loads of data at just Rs 1098! Add Airtel Xstream Fiber to your Postpaid plan today & just #GameOn i.airtel.in/superfastwifi",promotional
"Get Extra 10% Off on global brands
Like Macy's, Mango & more
Only for Myntra Insiders | Shop with INSIDERIB10
smsd.in/jEoGJTjz",promotional
"Save big on the coolest brand
Myntra Insiders get Extra 10% Off on Boohoo men's products
Shop with INSIDERBOOHOO10
smsd.in/jC37keZB",promotional
"save more on top global brands
Myntra Insiders get Extra 10% Off on Mango, Macy's & more
Shop with INSIDERIB10
smsd.in/j9iiL149",promotional
"Save big on the coolest brand
Myntra Insiders get Extra 10% Off on Boohoo men's products
Shop with INSIDERBOOHOO10
smsd.in/j4bAMZPJ",promotional
"4 Postpaid connections, 200 Mbps WiFi, 15+OTTs, are YOURS! Add Airtel Fiber to you Postpaid plan today! i.airtel.in/Exclusive",promotional
"2 Postpaid connections, 350+ TV channels & 12+ OTTs are all YOURS! Just add Airtel Digital TV to your Postpaid plan today! i.airtel.in/Orderdthnow",promotional
"100 Mbps Wi-Fi speeds, 12+ OTTs & loads of data at just Rs 1098! Add Airtel Xstream Fiber to your Postpaid plan today & just #GameOn i.airtel.in/superfastwifi",promotional
"Don't miss out on superior indoor coverage with Airtel WiFi Calling! For better experience, change your smartphone settings today. Click u.airtel.in/hKOOl5",promotional
"4 Postpaid connections, 200 Mbps WiFi, 15+OTTs, are YOURS! Add Airtel Fiber to you Postpaid plan today!i.airtel.in/blackfiber1",promotional
"Hello,
Today's Special Offer - Rs.1500 Bonus Cash on 1st Deposit
Ind vs Aus ODI Match on My11Circle
Prize pool-  Rs. 2,25,00,000
Click - http://gmg.im/eNAE1m",promotional
"Chaudhari, hurry! Everyone's grabbing this offer
Get an Extra Item @ Rs.49 on Myntra
Shop now at the Summer Refresh Sale
1kx.in/cIHeNs",promotional
"2 Postpaid connections, 350+ TV channels & 12+ OTTs are all YOURS! Just add Airtel Digital TV to your Postpaid plan today! i.airtel.in/Orderdthnow",promotional
"100 Mbps Wi-Fi speeds, 12+ OTTs & loads of data at just Rs 1098! Add Airtel Xstream Fiber to your Postpaid plan today & just #GameOn i.airtel.in/superfastwifi",promotional
"Don't miss out on superior indoor coverage with Airtel WiFi Calling! For better experience, change your smartphone settings today. Click u.airtel.in/hKOOl5",promotional
"Chaudhari, bag your fave picks
Get an Extra Dress @ Rs.49 on buying 1 style for Rs.599
Only @ Myntra's Summer Refresh Sale
1kx.in/mMF8pZ",promotional
"4 Postpaid connections, 200 Mbps WiFi, 15+OTTs, are YOURS! Add Airtel Fiber to you Postpaid plan today!i.airtel.in/blackfiber1",promotional
"Chaudhari, this deals for our fave shoppers
Insiders get Extra 10% Off on MANGO, Levi's & more
Shop now @ Myntra Fashion Carnival
1kx.in/m6SP8w",promotional
"Chaudhari, grab this offer on your fave styles from H&M
Shop em now for Extra 10% Off
Only for Insiders @ Myntra Fashion Carnival
1kx.in/3Urgtv",promotional
"Chaudhari, celebrate Womens Day in style
Shop Baggit, Lavie & more @ Extra 5% Off
Only for Insiders @ Myntra Fashion Carnival
1kx.in/jQlL9l",promotional
"Don't miss out on superior indoor coverage with Airtel WiFi Calling! For better experience, change your smartphone settings today. Click u.airtel.in/hKOOl5",promotional
"We are committed to make your experience beautiful with Airtel. For any assistance, please contact our team of expert advisors by dialing 198/121 from your Airtel number. In case if you are not satisfied with the resolution provided by the call centre, you can contact the Appellate authority on the same number.",promotional
"Enjoy 1GB data, valid for the same day till midnight.",promotional
